"Car [id=974, make=Hyundai, model=Scoupe, color=Violet, year=1992, price=54831.4]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=592, make=Plymouth, model=Voyager, color=Puce, year=1995, price=41797.97]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=669, make=BMW, model=5 Series, color=Teal, year=1993, price=95141.97]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=23, make=Corbin, model=Sparrow, color=Puce, year=1999, price=12295.96]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=929, make=Isuzu, model=Oasis, color=Blue, year=1998, price=98709.39]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=298, make=Volkswagen, model=GTI, color=Indigo, year=1993, price=8575.04]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=393, make=Audi, model=A6, color=Crimson, year=1997, price=7408.03]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=708, make=Lexus, model=LS, color=Green, year=1998, price=70527.23]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=481, make=Honda, model=Civic, color=Red, year=1980, price=39472.44]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=310, make=Pontiac, model=Grand Prix, color=Pink, year=1992, price=12585.05]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=855, make=Austin, model=Mini Cooper, color=Purple, year=1961, price=31402.86]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=91, make=Lamborghini, model=Diablo, color=Teal, year=1997, price=39410.57]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=526, make=GMC, model=Sierra 1500, color=Fuscia, year=2000, price=28618.34]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=197, make=Pontiac, model=Firebird Formula, color=Turquoise, year=1999, price=48739.7]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=572, make=Mazda, model=B-Series, color=Mauv, year=1994, price=94992.94]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=326, make=Mercedes-Benz, model=S-Class, color=Aquamarine, year=1994, price=33998.06]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=624, make=Ford, model=Econoline E350, color=Mauv, year=1995, price=77866.34]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=232, make=Dodge, model=D250, color=Purple, year=1992, price=48791.94]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=650, make=Mercury, model=Topaz, color=Orange, year=1994, price=78799.18]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=367, make=Dodge, model=Avenger, color=Maroon, year=1998, price=9780.74]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=430, make=Ford, model=Bronco, color=Crimson, year=1994, price=12672.24]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=757, make=BMW, model=7 Series, color=Indigo, year=1992, price=56138.44]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=325, make=Toyota, model=Corolla, color=Aquamarine, year=1995, price=51317.29]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=545, make=Cadillac, model=Seville, color=Aquamarine, year=1999, price=84341.39]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=697, make=Mercedes-Benz, model=E-Class, color=Red, year=1986, price=43520.21]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=981, make=Lincoln, model=Town Car, color=Aquamarine, year=1994, price=13755.7]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=552, make=Saab, model=900, color=Orange, year=1992, price=98743.12]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=605, make=Cadillac, model=DeVille, color=Yellow, year=1995, price=92516.17]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=252, make=Mitsubishi, model=Mirage, color=Indigo, year=1996, price=89321.26]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=596, make=Chevrolet, model=Venture, color=Goldenrod, year=1997, price=68050.32]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=4, make=Toyota, model=Previa, color=Indigo, year=1997, price=34881.54]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=30, make=Ford, model=Escort, color=Mauv, year=1999, price=63684.54]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=673, make=Ford, model=Taurus, color=Fuscia, year=1990, price=25634.04]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=51, make=Pontiac, model=Firebird, color=Khaki, year=1987, price=95547.92]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=915, make=Dodge, model=Ram 3500 Club, color=Blue, year=1997, price=93069.74]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=163, make=Maserati, model=430, color=Orange, year=1990, price=18209.93]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=831, make=Toyota, model=Truck Xtracab SR5, color=Turquoise, year=1989, price=65164.68]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=480, make=Pontiac, model=Grand Am, color=Khaki, year=1993, price=27191.0]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=967, make=Acura, model=NSX, color=Goldenrod, year=1992, price=94556.35]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=618, make=Mitsubishi, model=Eclipse, color=Aquamarine, year=1989, price=50390.92]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=583, make=Oldsmobile, model=LSS, color=Green, year=1999, price=75883.56]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=985, make=GMC, model=3500, color=Maroon, year=1992, price=49914.69]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=368, make=GMC, model=2500 Club Coupe, color=Turquoise, year=1995, price=32190.62]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=500, make=Land Rover, model=Defender, color=Pink, year=1995, price=67623.16]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=721, make=Ford, model=Mustang, color=Violet, year=1971, price=11266.79]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=830, make=Toyota, model=Tacoma Xtra, color=Orange, year=1998, price=23056.7]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=987, make=Ford, model=Econoline E350, color=Khaki, year=2000, price=66270.95]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=45, make=Subaru, model=Justy, color=Teal, year=1988, price=63901.09]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=847, make=Mercedes-Benz, model=S-Class, color=Puce, year=1993, price=16750.48]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=944, make=Kia, model=Sephia, color=Crimson, year=1995, price=37333.15]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=785, make=Buick, model=Regal, color=Puce, year=1989, price=76808.94]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=206, make=Mitsubishi, model=Galant, color=Orange, year=1997, price=18564.09]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=12, make=Hummer, model=H1, color=Red, year=1998, price=14187.98]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=372, make=Subaru, model=Justy, color=Indigo, year=1990, price=77008.2]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=235, make=Plymouth, model=Voyager, color=Goldenrod, year=1993, price=86843.73]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=32, make=Chevrolet, model=Monte Carlo, color=Khaki, year=1997, price=48987.74]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=218, make=Lexus, model=LS, color=Indigo, year=1998, price=23363.65]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=867, make=Chevrolet, model=Caprice, color=Teal, year=1977, price=97794.12]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=951, make=Mercedes-Benz, model=SL-Class, color=Goldenrod, year=1990, price=76216.23]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=478, make=Mazda, model=B-Series Plus, color=Aquamarine, year=1996, price=79575.69]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=555, make=Subaru, model=Justy, color=Orange, year=1988, price=29911.23]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=238, make=Citroën, model=SM, color=Red, year=1972, price=73926.23]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=567, make=Mitsubishi, model=Eclipse, color=Khaki, year=1989, price=27385.94]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=700, make=Mitsubishi, model=Pajero, color=Teal, year=1987, price=34628.05]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=308, make=Mitsubishi, model=L300, color=Red, year=1987, price=85564.5]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=345, make=Dodge, model=Shadow, color=Yellow, year=1994, price=45028.55]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=541, make=Eagle, model=Vision, color=Orange, year=1995, price=19407.34]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=435, make=Ford, model=Tempo, color=Mauv, year=1992, price=44188.64]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=296, make=Infiniti, model=J, color=Yellow, year=1997, price=39427.19]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=668, make=Lotus, model=Esprit, color=Pink, year=1992, price=11885.39]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=997, make=Buick, model=Skylark, color=Violet, year=1995, price=87749.31]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=599, make=Suzuki, model=Esteem, color=Purple, year=1999, price=87295.02]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=939, make=Chevrolet, model=G-Series 2500, color=Goldenrod, year=1996, price=41286.07]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=105, make=Ford, model=Explorer, color=Crimson, year=1998, price=29126.03]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=671, make=Mazda, model=929, color=Mauv, year=1994, price=13824.26]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=239, make=Toyota, model=Camry, color=Teal, year=1997, price=93345.3]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=998, make=Honda, model=CR-V, color=Green, year=1997, price=99297.81]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=354, make=Pontiac, model=GTO, color=Maroon, year=1968, price=7372.66]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=704, make=Mercedes-Benz, model=M-Class, color=Violet, year=1999, price=92121.1]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=503, make=Honda, model=Accord, color=Orange, year=1994, price=83153.53]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=701, make=Ford, model=F-Series, color=Indigo, year=1994, price=42311.28]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=329, make=Acura, model=RL, color=Indigo, year=2000, price=43733.78]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=336, make=Pontiac, model=Grand Prix Turbo, color=Crimson, year=1990, price=58300.63]Error Message is [This model is old. We are not accept this model!!!]"
